volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Marapi,1,1958 Oct 17,1,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Kuwae,1,1958 Oct 7,2,Historical Observations,-16.829,168.536,-2,Vanuatu,Caldera,2836,2836,5725,48609
Tokachidake,1,1958 Oct 4,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Asamayama,1,1958 Oct 3,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Krakatau,1,1958 Oct 2,2,Historical Observations,-6.102,105.423,155,Indonesia,Caldera,7177,7177,8027,6326159
Epi,1,1958 Sep 16,2,Historical Observations,-16.68,168.37,833,Vanuatu,Stratovolcano,0,170,7819,52827
Fernandina,1,1958 Sep 16,2,Historical Observations,-0.37,-91.55,1476,Ecuador,Shield,129,129,208,1972
Slamet,1,1958 Sep 13,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Bam,1,1958 Sep 5,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Fukujin,2,1958 Aug 16,0,Historical Observations,21.93,143.47,-217,United States,Submarine,0,0,0,0
Okmok,1,1958 Aug 14,3,Historical Observations,53.43,-168.13,1073,United States,Shield,0,0,0,4
Nyamulagira,1,1958 Aug 7,2,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Tolbachik,1,1958 Jul 13,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Mahawu,1,1958 Jul 12,2,Historical Observations,1.352,124.865,1299,Indonesia,Stratovolcano,18618,111852,878193,1503109
Rumble III,1,1958 Jul 9,0,Hydrophonic,-35.745,178.478,-220,New Zealand,Submarine,0,0,0,0
Sangeang Api,1,1958 Jul 2,1,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Moyorodake [Medvezhia],1,1958 Jul 2,1,Historical Observations,45.389,148.838,1124,Japan - administered by Russia,Stratovolcano,11,42,600,4333
Myojinsho,1,1958 Jul 2,0,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
Poas,1,1958 Jul 2,2,Historical Observations,10.2,-84.233,2697,Costa Rica,Stratovolcano,1947,11107,950796,3411023
Fukutoku-Oka-no-Ba,2,1958 Jul 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Marapi,1,1958 Jun 23,1,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
"Fournaise, Piton de la",1,1958 May 30,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Chikurachki,1,1958 May 26,2,Historical Observations,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Bezymianny,1,1958 May 21,1,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Klyuchevskoy,1,1958 May 18,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Pavlof,1,1958 May 17,2,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
Langila,1,1958 Apr 21,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Slamet,1,1958 Apr 17,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Izu-Oshima,1,1958 Apr 17,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Bam,1,1958 Mar 11,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Akan,1,1958 Feb 23,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Lokon-Empung,1,1958 Feb 19,2,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
"Lengai, Ol Doinyo",1,1958 Feb 6,1,Historical Observations,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Ulawun,1,1958 Feb 1,2,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Bezymianny,1,1958 Jan 16,1,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Tupungatito,1,1958 Jan 16,2,Historical Observations,-33.425,-69.797,5660,Chile-Argentina,Stratovolcano,612,923,6161,6169105
Nyamulagira,1,1957 Dec 28,0,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Whakaari/White Island,1,1957 Dec 11,2,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Zavaritzki Caldera,1,1957 Nov 12,3,Historical Observations,46.925,151.95,624,Russia,Caldera,46,46,61,118
Bam,1,1957 Oct 26,1,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Rasshua,1,1957 Oct 16,1,Historical Observations,47.77,153.02,956,Russia,Stratovolcano,0,9,9,200
Asosan,1,1957 Oct 16,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Fayal,1,1957 Sep 27,2,Historical Observations,38.576,-28.713,1041,Portugal,Stratovolcano,1514,13757,24414,50663
"Negro, Cerro",1,1957 Sep 4,2,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
"Fournaise, Piton de la",1,1957 Sep 2,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Ambrym,1,1957 Aug 26,1,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Etna,1,1957 Aug 25,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Tokachidake,2,1957 Aug 20,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Izu-Oshima,1,1957 Aug 16,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Visoke,1,1957 Aug 1,1,Historical Observations,-1.458,29.485,3696,DR Congo-Rwanda,Stratovolcano,17165,88356,1162209,10953315
Bezymianny,1,1957 Jul 31,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Klyuchevskoy,1,1957 Jul 2,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Trident,1,1957 Jul 2,2,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Akita-Yakeyama,1,1957 Jul 2,1,Historical Observations,39.964,140.757,1366,Japan,Stratovolcano,127,721,55493,3122037
Sangeang Api,1,1957 Jul 2,1,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Purace,1,1957 Jul 2,2,Historical Observations,2.32,-76.4,4650,Colombia,Stratovolcano,1465,7152,335698,1751540
"Negra, Sierra",1,1957 Jul 2,1,Historical Observations,-0.83,-91.17,1124,Ecuador,Shield,408,408,983,9884
Erebus,2,1957 Jul 2,1,Historical Observations,-77.53,167.17,3794,Antarctica,Stratovolcano,0,0,0,0
Fonualei,1,1957 Jun 16,2,Historical Observations,-18.023,-174.317,188,Tonga,Stratovolcano,71,71,91,17857
Chikurachki,1,1957 May 16,2,Historical Observations,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Colima,1,1957 May 14,1,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Myojinsho,1,1957 May 2,0,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
Asosan,1,1957 Apr 12,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Ioto,1,1957 Mar 28,1,Historical Observations,24.751,141.289,169,Japan,Caldera,1179,1179,1189,1370
Concepcion,1,1957 Mar 27,2,Historical Observations,11.538,-85.622,1700,Nicaragua,Stratovolcano,14072,28900,92378,2266903
Gede-Pangrango,1,1957 Mar 13,2,Historical Observations,-6.77,106.965,3008,Indonesia,Stratovolcano,2500,154390,2315469,40640105
Vsevidof,2,1957 Mar 11,2,Historical Observations,53.13,-168.693,2149,United States,Stratovolcano,0,0,6,6
Akan,1,1957 Feb 26,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Fuego,1,1957 Feb 19,3,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Slamet,1,1957 Feb 8,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Kavachi,1,1957 Feb 8,0,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Etna,1,1957 Feb 5,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Tangkuban Parahu,1,1957 Jan 16,1,Historical Observations,-6.77,107.6,2084,Indonesia,Stratovolcano,100608,518822,5729309,32855731
Zhupanovsky,1,1956 Dec 27,2,Historical Observations,53.589,159.15,2899,Russia,Compound,0,0,153,267080
Asosan,1,1956 Dec 21,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Koryaksky,1,1956 Dec 16,3,Historical Observations,53.321,158.712,3430,Russia,Stratovolcano,0,13,142050,257322
Sangeang Api,1,1956 Dec 16,1,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Manam,1,1956 Dec 8,3,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Ruapehu,1,1956 Nov 18,1,Historical Observations,-39.28,175.57,2797,New Zealand,Stratovolcano,14,298,6901,119709
Nyamulagira,1,1956 Nov 17,1,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Suwanosejima,1,1956 Nov 16,2,Historical Observations,29.638,129.714,796,Japan,Stratovolcano,107,107,325,1966
Soufriere Guadeloupe,1,1956 Oct 19,1,Historical Observations,16.044,-61.664,1467,France,Stratovolcano,8839,71345,256899,482449
Villarrica,1,1956 Oct 3,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Tolbachik,1,1956 Sep 28,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Trident,1,1956 Sep 8,2,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Izu-Oshima,2,1956 Aug 25,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Asosan,1,1956 Aug 16,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Bouvet,3,1956 Jul 15,0,Historical Observations,-54.408,3.351,741,Norway,Shield,0,0,0,0
Purace,1,1956 Jul 2,2,Historical Observations,2.32,-76.4,4650,Colombia,Stratovolcano,1465,7152,335698,1751540
Bagana,1,1956 Jul 2,2,Historical Observations,-6.137,155.196,1855,Papua New Guinea,Lava cone,198,404,7861,115257
Matthew Island,1,1956 Jul 2,0,Historical Observations,-22.33,171.32,177,France,Stratovolcano,1,1,1,1
Tengger Caldera,1,1956 Jun 16,2,Historical Observations,-7.942,112.95,2329,Indonesia,Stratovolcano,27826,69451,1420878,22628278
Tokachidake,1,1956 Jun 16,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Dieng Volcanic Complex,1,1956 Jun 2,1,Historical Observations,-7.2,109.879,2565,Indonesia,Complex,1092929,1092929,1886942,24381814
Karthala,1,1956 Jun 1,2,Historical Observations,-11.75,43.38,2361,Comoros,Shield,225379,225379,278330,399067
Ubinas,1,1956 May 16,2,Historical Observations,-16.355,-70.903,5672,Peru,Stratovolcano,180,1195,14607,1136785
Gede-Pangrango,1,1956 Apr 28,2,Historical Observations,-6.77,106.965,3008,Indonesia,Stratovolcano,2500,154390,2315469,40640105
Fukutoku-Oka-no-Ba,2,1956 Apr 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Langila,1,1956 Mar 25,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Kaba,1,1956 Mar 22,2,Historical Observations,-3.522,102.615,1940,Indonesia,Stratovolcano,278,15352,333750,2608259
Akan,1,1956 Mar 18,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Karymsky,1,1956 Mar 16,1,Historical Observations,54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Veniaminof,1,1956 Mar 16,3,Historical Observations,56.17,-159.38,2507,United States,Stratovolcano,0,0,0,542
Raung,1,1956 Feb 13,3,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Klyuchevskoy,1,1956 Jan 16,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Tongariro,1,1956 Jan 11,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Bristol Island,1,1956 Jan 11,3,Historical Observations,-59.017,-26.533,1100,United Kingdom,Stratovolcano,0,0,0,0
Asosan,1,1956 Jan 3,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Izu-Oshima,1,1956 Jan 3,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Tengger Caldera,1,1955 Dec 29,2,Historical Observations,-7.942,112.95,2329,Indonesia,Stratovolcano,27826,69451,1420878,22628278
Asamayama,3,1955 Dec 16,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Akan,1,1955 Nov 19,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Slamet,1,1955 Nov 12,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Bezymianny,1,1955 Oct 22,5,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Llaima,1,1955 Oct 22,3,Historical Observations,-38.692,-71.729,3125,Chile,Stratovolcano,86,811,18568,630458
Aira,1,1955 Oct 13,3,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Tolbachik,1,1955 Oct 6,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Tinakula,2,1955 Aug 16,2,Historical Observations,-10.386,165.804,796,Solomon Islands,Stratovolcano,0,19,19,20155
Carran-Los Venados,1,1955 Jul 27,4,Historical Observations,-40.35,-72.07,1114,Chile,Pyroclastic cone,4840,4840,9001,452820
Fuego,1,1955 Jul 26,1,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Asosan,1,1955 Jul 25,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Gede-Pangrango,2,1955 Jul 21,1,Historical Observations,-6.77,106.965,3008,Indonesia,Stratovolcano,2500,154390,2315469,40640105
Shishaldin,1,1955 Jul 16,2,Historical Observations,54.756,-163.97,2857,United States,Stratovolcano,0,0,10,197
"Fournaise, Piton de la",1,1955 Jul 6,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Ambrym,1,1955 Jul 2,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Sangeang Api,1,1955 Jul 2,1,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Karymsky,1,1955 Jul 2,2,Historical Observations,54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Chirinkotan,1,1955 Jul 2,2,Historical Observations,48.98,153.48,724,Russia,Stratovolcano,0,0,0,6
Reventador,1,1955 Jul 2,2,Historical Observations,-0.077,-77.656,3562,Ecuador,Stratovolcano,484,963,4403,2619647
Erebus,1,1955 Jul 2,2,Historical Observations,-77.53,167.17,3794,Antarctica,Stratovolcano,0,0,0,0
Katla,2,1955 Jun 25,0,Historical Observations,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Myojinsho,1,1955 Jun 25,0,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
Long Island,1,1955 Jun 5,3,Historical Observations,-5.358,147.12,1280,Papua New Guinea,Complex,172,2023,4017,78803
Langila,1,1955 Jun 1,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Etna,1,1955 Apr 5,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Fukutoku-Oka-no-Ba,2,1955 Apr 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Kilauea,1,1955 Feb 28,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Langila,1,1955 Feb 15,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Krakatau,1,1955 Feb 11,2,Historical Observations,-6.102,105.423,155,Indonesia,Caldera,7177,7177,8027,6326159
"Lengai, Ol Doinyo",1,1955 Jan 19,2,Historical Observations,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Raung,1,1955 Jan 18,2,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Whakaari/White Island,1,1955 Jan 16,2,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Tolbachik,1,1955 Jan 7,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Dieng Volcanic Complex,1,1954 Dec 6,0,Historical Observations,-7.2,109.879,2565,Indonesia,Complex,1092929,1092929,1886942,24381814
Shikotsu,1,1954 Nov 19,1,Historical Observations,42.688,141.38,1320,Japan,Caldera,130474,130474,316816,3096376
Aira,2,1954 Nov 16,1,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
"Negra, Sierra",1,1954 Nov 9,2,Historical Observations,-0.83,-91.17,1124,Ecuador,Shield,408,408,983,9884
Alcedo,3,1954 Nov 9,0,Historical Observations,-0.43,-91.12,1130,Ecuador,Shield,290,290,388,10756
Sangeang Api,1,1954 Nov 4,2,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Myojinsho,1,1954 Nov 4,0,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
"Pilas, Las",1,1954 Oct 29,2,Historical Observations,12.495,-86.688,1088,Nicaragua,Complex,182,8324,299481,3351820
San Miguel,1,1954 Oct 21,2,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Matthew Island,1,1954 Oct 16,2,Historical Observations,-22.33,171.32,177,France,Stratovolcano,1,1,1,1
Tokachidake,1,1954 Sep 16,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Sarychev Peak,1,1954 Aug 16,2,Historical Observations,48.092,153.2,1496,Russia,Stratovolcano,17,143,143,148
Marapi,1,1954 Aug 16,2,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Bam,1,1954 Aug 3,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
"Lengai, Ol Doinyo",1,1954 Jul 26,2,Historical Observations,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Grimsvotn,2,1954 Jul 16,1,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Ambrym,1,1954 Jul 2,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Suwanosejima,1,1954 Jul 2,0,Historical Observations,29.638,129.714,796,Japan,Stratovolcano,107,107,325,1966
Spurr,3,1954 Jul 2,4,Historical Observations,61.299,-152.251,3374,United States,Stratovolcano,0,0,0,11097
Cameroon,1,1954 Jun 28,2,Historical Observations,4.203,9.17,4095,Cameroon,Stratovolcano,328,26053,417460,3079036
Lascar,1,1954 Jun 16,2,Historical Observations,-23.37,-67.73,5592,Chile,Stratovolcano,0,70,570,8119
Kilauea,1,1954 May 31,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Klyuchevskoy,1,1954 May 28,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Asosan,1,1954 May 26,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Langila,1,1954 May 18,3,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Manam,1,1954 May 16,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Tongariro,1,1954 May 13,3,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Shikotsu,1,1954 May 2,1,Historical Observations,42.688,141.38,1320,Japan,Caldera,130474,130474,316816,3096376
Sangeang Api,1,1954 Apr 26,2,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Heard,1,1954 Apr 13,2,Historical Observations,-53.106,73.513,2745,Australia,Stratovolcano,0,0,0,0
Santa Ana,1,1954 Apr,2,Radiocarbon (corrected),13.853,-89.63,2381,El Salvador,Stratovolcano,489,21653,1240131,6486880
Nyamulagira,1,1954 Feb 21,1,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Tolbachik,1,1954 Feb 21,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
"Negro, Cerro",1,1954 Feb 16,2,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Fukutoku-Oka-no-Ba,2,1954 Feb 4,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
