volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Ciremai,1,1772 Aug 11,2,Historical Observations,-6.895,108.408,3039,Indonesia,Stratovolcano,915,67377,3058015,25718820
Slamet,1,1772 Aug 11,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Masaya,1,1772 Mar 16,2,Historical Observations,11.985,-86.165,594,Nicaragua,Caldera,989888,989888,1914707,2926954
"Fournaise, Piton de la",1,1772 Feb,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Asosan,1,1772,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Avachinsky,1,1772,2,Historical Observations,53.256,158.836,2717,Russia,Stratovolcano,0,0,180016,270205
Semisopochnoi,2,1772,1,Historical Observations,51.93,179.58,1221,United States,Stratovolcano,0,0,0,0
Klyuchevskoy,1,1772,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Izalco,1,1772,2,Historical Observations,13.813,-89.633,1950,El Salvador,Stratovolcano,937,55665,1272308,6415818
Gamalama,1,1771 Aug 28,3,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Vulcano,1,1771 Feb 17,3,Historical Observations,38.404,14.962,500,Italy,Stratovolcano,2259,23059,86766,2093800
Kelud,1,1771 Jan 10,2,Historical Observations,-7.935,112.314,1730,Indonesia,Stratovolcano,279,50901,2087876,24999627
Kirishimayama,1,1771,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
"Fournaise, Piton de la",1,1771,1,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Colima,1,1771,3,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Karymsky,1,1771,2,Historical Observations,54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Villarrica,1,1771,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Fujisan,2,1770 Sep 16,2,Varve Count,35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Gamalama,1,1770 Jul 6,3,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Etna,2,1770 May 28,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Klyuchevskoy,1,1770 May,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Colima,1,1770 Mar 10,3,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Izalco,1,1770 Feb 23,2,Historical Observations,13.813,-89.633,1950,El Salvador,Stratovolcano,937,55665,1272308,6415818
Vesuvius,1,1770 Feb 15,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Marapi,1,1770,2,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Amukta,2,1770,1,Historical Observations,52.5,-171.252,1066,United States,Stratovolcano,0,0,0,0
Asamayama,1,1769 Aug 6,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Fogo,1,1769 Apr,2,Historical Observations,14.95,-24.35,2829,Cape Verde,Stratovolcano,189,13254,37650,267298
Tolbachik,1,1769 Feb 15,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Toya,1,1769 Jan 23,4,Historical Observations,42.544,140.839,733,Japan,Stratovolcano,5723,36191,214565,3206914
Ushishur,1,1769,2,Historical Observations,47.52,152.8,401,Russia,Caldera,0,0,16,275
Iwakisan,2,1769,2,Historical Observations,40.656,140.303,1625,Japan,Stratovolcano,918,13229,465065,1617801
Colima,1,1769,2,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Kirishimayama,1,1769,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Bardarbunga,1,1769,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
San Miguel,1,1769,2,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Merapi,1,1768 Aug 19,2,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Cotopaxi,1,1768 Apr 4,4,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Grimsvotn,1,1768,2,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Kirishimayama,1,1768,0,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
"Fournaise, Piton de la",1,1768,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Kanaga,3,1768,1,Historical Observations,51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Makushin,1,1768,3,Historical Observations,53.891,-166.923,1800,United States,Stratovolcano,0,0,3437,3850
Iliamna,2,1768,3,Historical Observations,60.032,-153.09,3053,United States,Stratovolcano,0,0,1,7564
Mayon,3,1767 Oct 24,1,Historical Observations,13.257,123.685,2462,Philippines,Stratovolcano,4350,248448,1166441,4142375
Rabaul,1,1767 Sep 10,2,Historical Observations,-4.271,152.203,688,Papua New Guinea,Pyroclastic shield,3311,43531,199361,252121
Tinakula,1,1767 Aug 17,2,Historical Observations,-10.386,165.804,796,Solomon Islands,Stratovolcano,0,19,19,20155
Etna,1,1767 May 2,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Tengger Caldera,2,1767,2,Historical Observations,-7.942,112.95,2329,Indonesia,Stratovolcano,27826,69451,1420878,22628278
Klyuchevskoy,1,1767,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Bandaisan,2,1767,2,Historical Observations,37.601,140.072,1816,Japan,Stratovolcano,5923,17608,327454,4709782
Ekarma,1,1767,2,Historical Observations,48.958,153.93,1170,Russia,Stratovolcano,0,0,1,26
Villarrica,1,1767,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Mayon,1,1766 Jul 20,3,Historical Observations,13.257,123.685,2462,Philippines,Stratovolcano,4350,248448,1166441,4142375
Bardarbunga,1,1766 Jul,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Aira,3,1766 Jun 5,2,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Etna,1,1766 Apr 27,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Hekla,1,1766 Apr 5,4,Historical Observations,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
"Fournaise, Piton de la",1,1766 Mar,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Cotopaxi,1,1766 Feb 10,3,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Qualibou,1,1766,1,Historical Observations,13.83,-61.05,777,Saint Lucia,Caldera,87921,87921,172439,690495
Dieng Volcanic Complex,2,1766,1,Historical Observations,-7.2,109.879,2565,Indonesia,Complex,1092929,1092929,1886942,24381814
Almolonga,1,1765 Oct 24,2,Historical Observations,14.797,-91.519,3173,Guatemala,Stratovolcano,91323,287487,1126942,6828403
Banda Api,1,1765 Apr 19,2,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
Asosan,1,1765 Jan,3,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Sarychev Peak,1,1765,2,Historical Observations,48.092,153.2,1496,Russia,Stratovolcano,17,143,143,148
Raikoke,1,1765,2,Historical Observations,48.292,153.25,551,Russia,Stratovolcano,0,0,134,142
Prevo Peak,1,1765,3,Historical Observations,47.02,152.12,1360,Russia,Stratovolcano,0,6,92,146
Hokkaido-Komagatake,2,1765,2,Historical Observations,42.063,140.677,1131,Japan,Stratovolcano,173,23091,234213,962081
Osorno,1,1765,1,Historical Observations,-41.105,-72.496,2659,Chile,Stratovolcano,88,674,11964,655492
Telica,1,1765,2,Historical Observations,12.606,-86.84,1036,Nicaragua,Stratovolcano,1079,21990,327294,2982538
Fuego,2,1765,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Rincon de la Vieja,1,1765,2,Historical Observations,10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
Momotombo,1,1764,2,Historical Observations,12.423,-86.539,1270,Nicaragua,Stratovolcano,100,1851,98583,3569021
Chokaisan,2,1764,2,Historical Observations,39.099,140.049,2236,Japan,Stratovolcano,131,707,185681,2301576
Etna,1,1764,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Vesuvius,1,1764,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Miyakejima,1,1763 Aug 17,4,Historical Observations,34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Etna,1,1763 Jun 18,3,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Etna,1,1763 Feb 6,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Gamalama,1,1763,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Kanaga,2,1763,1,Historical Observations,51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Tanaga,2,1763,0,Historical Observations,51.885,-178.146,1806,United States,Stratovolcano,0,0,0,0
Planchon-Peteroa,1,1762 Dec 3,4,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
Asamayama,1,1762 Apr,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Klyuchevskoy,1,1762,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Pavlof,1,1762,4,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
Banda Api,1,1762,2,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
San Miguel,1,1762,2,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Romanche Fracture Zone,2,1761 May 3,0,Historical Observations,-0.433,-19.596,-1528,Undersea Features,Submarine,0,0,0,0
Terceira,1,1761 Apr 17,2,Historical Observations,38.73,-27.32,1023,Portugal,Stratovolcano,2928,12299,55425,81512
Gede-Pangrango,1,1761,2,Historical Observations,-6.77,106.965,3008,Indonesia,Stratovolcano,2500,154390,2315469,40640105
Villarrica,1,1761,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
"Fournaise, Piton de la",1,1760 Dec 15,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Makian,1,1760 Sep 22,4,Historical Observations,0.32,127.4,1357,Indonesia,Stratovolcano,4986,8466,21360,441768
Savai'i,1,1760,2,Historical Observations,-13.612,-172.525,1858,Samoa,Shield,0,59,34215,188465
Gareloi,2,1760,2,Historical Observations,51.79,-178.794,1573,United States,Stratovolcano,0,0,0,0
Great Sitkin,2,1760,1,Historical Observations,52.076,-176.13,1740,United States,Stratovolcano,0,0,0,0
Kasatochi,1,1760,0,Historical Observations,52.177,-175.508,314,United States,Stratovolcano,0,0,0,276
Chirinkotan,2,1760,2,Historical Observations,48.98,153.48,724,Russia,Stratovolcano,0,0,0,6
Pacaya,2,1760,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Chacana,1,1760,0,Historical Observations,-0.375,-78.25,4643,Ecuador,Caldera,81716,81716,348743,3292546
Villarrica,1,1759 Dec,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Llaima,1,1759 Dec,2,Historical Observations,-38.692,-71.729,3125,Chile,Stratovolcano,86,811,18568,630458
Michoacan-Guanajuato,1,1759 Sep 29,4,Historical Observations,19.85,-101.75,3860,Mexico,Pyroclastic cone,5783287,5783287,5783287,5783287
Oshima-Oshima,1,1759 Aug 19,2,Historical Observations,41.51,139.367,732,Japan,Stratovolcano,6,6,6,88023
"Fournaise, Piton de la",1,1759,1,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Copahue,2,1759,1,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Santiago,1,1759,0,Anthropology,-0.22,-90.77,920,Ecuador,Shield,74,74,104,12001
Puyehue-Cordon Caulle,1,1759,2,Historical Observations,-40.59,-72.117,2236,Chile,Stratovolcano,129,783,7163,515357
Quilotoa,2,1759,2,Historical Observations,-0.85,-78.9,3914,Ecuador,Caldera,40429,40429,124306,4333779
Etna,1,1758 Nov 3,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Sao Jorge,1,1757 Jul 9,0,Historical Observations,38.65,-28.08,1053,Portugal,Fissure vent,2088,4689,16290,99442
Tungurahua,2,1757,2,Historical Observations,-1.467,-78.442,5023,Ecuador,Stratovolcano,476,20990,183640,1571744
Aira,1,1756 Sep 9,2,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Ragang,1,1756,2,Historical Observations,7.691,124.507,2790,Philippines,Stratovolcano,447,2646,331796,6423725
Kelud,2,1756,2,Historical Observations,-7.935,112.314,1730,Indonesia,Stratovolcano,279,50901,2087876,24999627
Katla,1,1755 Oct 17,5,Historical Observations,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Kolbeinsey Ridge,1,1755 Sep 18,2,Historical Observations,66.67,-18.5,5,Iceland,Submarine,0,0,282,6146
Asamayama,1,1755 Jul 5,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Etna,1,1755 Mar 9,3,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Taranaki,1,1755,4,Dendrochronology,-39.3,174.07,2518,New Zealand,Stratovolcano,200,230,77381,104499
Merapi,1,1755,2,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Asamayama,1,1754 Aug 7,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Taal,1,1754 May 15,4,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Galeras,1,1754,2,Historical Observations,1.22,-77.37,4276,Colombia,Complex,705,120817,630777,1700248
Grimsvotn,1,1753 Oct 15,2,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Asosan,2,1753,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
"Fournaise, Piton de la",1,1753,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Asamayama,1,1752 Sep,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Kelud,1,1752 May 1,2,Historical Observations,-7.935,112.314,1730,Indonesia,Stratovolcano,279,50901,2087876,24999627
Lawu,3,1752 May 1,1,Historical Observations,-7.625,111.192,3265,Indonesia,Stratovolcano,2171,68175,2344575,24931156
Antuco,1,1752 Jan 31,3,Historical Observations,-37.406,-71.349,2979,Chile,Stratovolcano,117,474,3872,381623
"Chillan, Nevados de",1,1752 Jan 30,2,Historical Observations,-36.868,-71.378,3180,Chile,Stratovolcano,68,371,3733,512325
Merapi,1,1752,2,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Tromen Volcanic Plateau,1,1751 Dec 31,3,Historical Observations,-37.144,-70.033,4114,Argentina,Stratovolcano,12,196,2928,47403
Callaqui,1,1751 Dec 31,2,Historical Observations,-37.92,-71.45,3164,Chile,Stratovolcano,56,294,4354,400426
Llaima,1,1751 Dec 18,2,Historical Observations,-38.692,-71.729,3125,Chile,Stratovolcano,86,811,18568,630458
Villarrica,1,1751 Dec 14,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Planchon-Peteroa,1,1751 Nov,2,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
"Fournaise, Piton de la",1,1751 Jun,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Fuego,2,1751,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Cotopaxi,1,1750 Sep 2,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Arenal,1,1750,0,Tephrochronology,10.463,-84.703,1670,Costa Rica,Stratovolcano,3429,15643,96512,3027485
Antuco,1,1750,2,Historical Observations,-37.406,-71.349,2979,Chile,Stratovolcano,117,474,3872,381623
Copahue,1,1750,2,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Sabancaya,1,1750,1,Historical Observations,-15.787,-71.857,5960,Peru,Stratovolcano,51,526,12678,1052517
Bardarbunga,1,1750,1,Ice Core,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
"Tair, Jebel at",1,1750,2,Historical Observations,15.55,41.83,244,Yemen,Stratovolcano,0,0,0,14493
Gorely,1,1750,2,Tephrochronology,52.559,158.03,1799,Russia,Caldera,0,0,19,250293
Ksudach,1,1750,4,Radiocarbon (corrected),51.844,157.572,1079,Russia,Stratovolcano,0,0,244,3850
Mutnovsky,1,1750,2,Historical Observations,52.449,158.196,2288,Russia,Complex,0,0,97,250858
Mauna Loa,1,1750,0,Historical Observations,19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Kilauea,1,1750,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Aira,1,1749 Sep,2,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Taal,1,1749 Aug 11,4,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Banda Api,1,1749,2,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
Colima,2,1749,2,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
"Chillan, Nevados de",1,1749,3,Historical Observations,-36.868,-71.378,3180,Chile,Stratovolcano,68,371,3733,512325
Antisana,1,1748,2,Historical Observations,-0.481,-78.141,5753,Ecuador,Stratovolcano,232,2220,56154,3314142
Cotopaxi,1,1747,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Poas,1,1747,2,Historical Observations,10.2,-84.233,2697,Costa Rica,Stratovolcano,1947,11107,950796,3411023
Gede-Pangrango,1,1747,3,Historical Observations,-6.77,106.965,3008,Indonesia,Stratovolcano,2500,154390,2315469,40640105
Krafla,1,1746 Jul 10,1,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Yakedake,1,1746 Apr 18,2,Historical Observations,36.227,137.587,2455,Japan,Stratovolcano,995,2995,156542,4595286
Cotopaxi,1,1746 Feb,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Villarrica,1,1745,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Merapi,1,1745,2,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Vesuvius,1,1744 Nov,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Cotopaxi,1,1744 May,4,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Kurikomayama,1,1744 Feb 3,2,Historical Observations,38.961,140.788,1627,Japan,Stratovolcano,226,1081,104165,4615592
Colima,1,1744,2,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Colima,1,1743 Oct 22,2,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Cotopaxi,1,1743 Sep 27,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Cotopaxi,1,1743 Apr,3,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Telica,2,1743 Apr,2,Historical Observations,12.606,-86.84,1036,Nicaragua,Stratovolcano,1079,21990,327294,2982538
Cotopaxi,1,1742 Dec 9,3,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Cotopaxi,1,1742 Jun 15,3,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Aira,1,1742 Apr 6,2,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Vesuvius,1,1742,1,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Fuss Peak,2,1742,2,Historical Observations,50.267,155.246,1742,Russia,Stratovolcano,0,62,354,1891
Villarrica,1,1742,2,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Michinmahuida,1,1742,2,Historical Observations,-42.799,-72.445,2452,Chile,Stratovolcano,0,9,7989,64498
Oshima-Oshima,1,1741 Aug 18,4,Historical Observations,41.51,139.367,732,Japan,Stratovolcano,6,6,6,88023
Koshelev,2,1741,3,Historical Observations,51.356,156.753,1822,Russia,Stratovolcano,0,2,855,4390
Tolbachik,1,1740 Dec,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Quilotoa,2,1740 Dec,2,Historical Observations,-0.85,-78.9,3914,Ecuador,Caldera,40429,40429,124306,4333779
Chokaisan,1,1740 Jun,2,Historical Observations,39.099,140.049,2236,Japan,Stratovolcano,131,707,185681,2301576
Klyuchevskoy,1,1740,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Ichinsky,1,1740,0,Historical Observations,55.678,157.718,3596,Russia,Stratovolcano,0,0,34,2670
Cotopaxi,1,1740,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
"Hudson, Cerro",1,1740,4,Radiocarbon (uncorrected),-45.9,-72.97,1905,Chile,Stratovolcano,0,12,28,81642
Shikotsu,1,1739 Aug 19,5,Historical Observations,42.688,141.38,1320,Japan,Caldera,130474,130474,316816,3096376
Tolbachik,1,1739 Feb 1,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Sheveluch,1,1739,3,Historical Observations,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Gamalama,1,1739,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Bardarbunga,1,1739,2,Ice Core,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Chokaisan,2,1738 Dec 31,2,Ice Core,39.099,140.049,2236,Japan,Stratovolcano,131,707,185681,2301576
Kujusan,2,1738 Aug 13,2,Ice Core,33.086,131.249,1791,Japan,Stratovolcano,1667,11771,181541,7815706
Cotopaxi,1,1738,2,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Villarrica,1,1737 Dec 24,2,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Klyuchevskoy,1,1737 Sep 25,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Fuego,1,1737 Aug 27,4,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Avachinsky,1,1737 Aug,3,Historical Observations,53.256,158.836,2717,Russia,Stratovolcano,0,0,180016,270205
Gamalama,1,1737 Mar 10,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Momotombo,1,1736,2,Historical Observations,12.423,-86.539,1270,Nicaragua,Stratovolcano,100,1851,98583,3569021
Chokaisan,2,1735,2,Historical Observations,39.099,140.049,2236,Japan,Stratovolcano,131,707,185681,2301576
"Fournaise, Piton de la",1,1734 Dec,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Santa Ana,1,1734 Jun,2,Historical Observations,13.853,-89.63,2381,El Salvador,Stratovolcano,489,21653,1240131,6486880
"Fournaise, Piton de la",1,1734 Jan 1,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Asamayama,1,1733 Jul 30,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
"Fournaise, Piton de la",1,1733,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Vesuvius,1,1732 Dec 25,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Etna,1,1732 Dec 9,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Asamayama,1,1732 Jul 30,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Jan Mayen,1,1732 May 17,3,Historical Observations,71.082,-8.155,2197,Norway,Stratovolcano,0,0,0,0
Fuego,1,1732 May,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Iwatesan,1,1732 Jan 22,2,Historical Observations,39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Asamayama,1,1731,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Vulcano,1,1731,3,Historical Observations,38.404,14.962,500,Italy,Stratovolcano,2259,23059,86766,2093800
Taal,1,1731,2,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Lanzarote,1,1730 Sep 1,3,Historical Observations,29.03,-13.63,670,Spain,Fissure vent,19033,80515,164123,225373
Fuego,1,1730 Sep,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Villarrica,1,1730 Jul 8,2,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Grimsvotn,1,1730,1,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Sumbing,1,1730,1,Historical Observations,-7.384,110.07,3371,Indonesia,Stratovolcano,15294,310361,2425607,25707858
Raung,1,1730,3,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Witori,1,1730,3,Tephrochronology,-5.576,150.516,724,Papua New Guinea,Caldera,24509,24509,37824,145382
Karymsky,1,1730,2,Radiocarbon (corrected),54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Mauna Loa,1,1730,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Asamayama,1,1729 Nov,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Kverkfjoll,1,1729 Aug,1,Historical Observations,64.653,-16.647,1930,Iceland,Stratovolcano,0,0,0,2901
Krafla,1,1729 Jun 30,2,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Kverkfjoll,1,1729 Feb 15,1,Historical Observations,64.653,-16.647,1930,Iceland,Stratovolcano,0,0,0,2901
Asamayama,1,1729 Feb,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Taal,1,1729,2,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Bardarbunga,1,1729,1,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Krafla,1,1728 Dec 18,2,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
